"","prop_sampled","sim_num","method","(Intercept)","age"
"44",0.01,7,"rake",1.06949617389978e-20,2.16524733531995e-20
"45",0.01,7,"strat",3.62887051325068e-20,1.14730526199145e-19
"46",0.01,7,"calib",2.53918844048159e-22,3.24450569943651e-19
"47",0.01,7,"lasso",1.65604318703827e-14,3.72586667411212e-14
"48",0.01,7,"logit",0.000249730529447388,0.000632706910399237
"49",0.01,7,"bart",6.94140248317688e-25,4.25537211073807e-24
"50",0.01,8,"none",1.23155412545954e-12,3.07087226161362e-11
"51",0.01,8,"rake",2.74638136220623e-15,1.07094996066467e-14
"52",0.01,8,"strat",4.84259207586898e-12,4.69035394629962e-11
"53",0.01,8,"calib",1.84816097821281e-11,1.31475065907217e-08
"54",0.01,8,"lasso",1.80762662726453e-13,2.69219626624937e-12
"55",0.01,8,"logit",9.59113089254561e-15,5.30987558420437e-15
"56",0.01,8,"bart",2.25959619130256e-08,1.72414868684861e-07
"57",0.01,9,"none",5.1000619917429e-15,7.07187550625286e-14
"58",0.01,9,"rake",3.53911475759361e-16,6.09277070002896e-16
"59",0.01,9,"strat",1.94952948612145e-12,4.54293811076033e-12
"60",0.01,9,"calib",1.28710268598687e-34,1.01250979429694e-29
"61",0.01,9,"lasso",9.11899330114322e-13,6.35892848725564e-12
"62",0.01,9,"logit",4.94215205694322e-16,6.21074450121991e-16
"63",0.01,9,"bart",3.63248039190849e-14,4.68390540113661e-14
"64",0.01,10,"none",6.25391027921228e-09,9.61084736242398e-08
"65",0.01,10,"rake",7.36521376127502e-18,3.25533440324432e-18
"66",0.01,10,"strat",1.61012272271226e-29,3.36323210704608e-31
"67",0.01,10,"calib",2.70428353554862e-20,1.03707699517241e-17
"68",0.01,10,"lasso",3.49499455674172e-08,2.97045276039927e-07
"69",0.01,10,"logit",0.00419925945743383,0.0052553045735717
"70",0.01,10,"bart",4.98954913587201e-19,7.68740328639105e-20
"71",0.01,11,"none",1.28694285565634e-14,1.92001512611936e-13
"72",0.01,11,"rake",2.02183198586506e-21,2.4283632009889e-21
"73",0.01,11,"strat",9.42165680981462e-26,6.48714763428636e-27
"74",0.01,11,"calib",4.07703403823502e-24,5.75291866126408e-17
"75",0.01,11,"lasso",1.01676003758374e-13,6.11696450945304e-13
"76",0.01,11,"logit",1.70783001762451e-25,7.05937358749461e-25
"77",0.01,11,"bart",7.68658418592898e-26,7.02315880605213e-27
"78",0.01,12,"none",1.9257122226626e-10,6.05496890541341e-09
"79",0.01,12,"rake",1.67976038504564e-12,6.44803230989045e-13
"80",0.01,12,"strat",1.13441596591775e-14,1.38249798620986e-14
"81",0.01,12,"calib",2.14490263779347e-13,1.00140126873567e-12
"82",0.01,12,"lasso",6.30335297669723e-10,5.53035551035913e-09
"83",0.01,12,"logit",7.34636077554843e-19,2.8642048651631e-20
"84",0.01,12,"bart",5.02270675964206e-17,2.50007567972217e-16
"85",0.01,13,"none",2.11833632559302e-06,4.53776916720326e-05
"86",0.01,13,"rake",1.11023948319478e-11,5.86573447584102e-10
"87",0.01,13,"strat",3.62398395128735e-06,4.72915275708142e-05
"88",0.01,13,"calib",1.91886999461518e-07,9.71588641100209e-06
"89",0.01,13,"lasso",2.56581426813716e-06,3.14645127413154e-05
"90",0.01,13,"logit",4.22011623656314e-13,2.19124978340743e-09
"91",0.01,13,"bart",0.00462477219992565,0.0245186103443521
"92",0.01,14,"none",4.52091225116073e-15,3.20329626877449e-13
"93",0.01,14,"rake",1.68954166789774e-23,5.08440149227204e-24
"94",0.01,14,"strat",8.96460859066707e-16,2.28034650057173e-14
"95",0.01,14,"calib",3.11975421270495e-28,9.07601643772131e-23
"96",0.01,14,"lasso",3.60705642330737e-18,7.79192411675158e-17
"97",0.01,14,"logit",4.49813467465799e-27,9.91494482011694e-27
"98",0.01,14,"bart",3.0853348616539e-23,4.4428241112104e-23
"99",0.01,15,"none",7.31406510390657e-11,8.58049088276092e-10
"100",0.01,15,"rake",3.68983509241449e-19,5.78163473034409e-20
"101",0.01,15,"strat",1.49403381263949e-22,4.15700871346318e-24
"102",0.01,15,"calib",1.52787212369699e-09,7.37125520162837e-09
"103",0.01,15,"lasso",6.97521472392355e-14,4.36966535479501e-14
"104",0.01,15,"logit",6.07192837642344e-77,6.75870103103537e-64
"105",0.01,15,"bart",7.57500945761805e-25,8.81242764617408e-26
"106",0.01,16,"none",1.01898990589352e-09,1.44208923096646e-08
"107",0.01,16,"rake",1.51059718410276e-14,1.31749709934104e-14
"108",0.01,16,"strat",3.81904960529228e-09,1.77131414164724e-08
"109",0.01,16,"calib",2.51259175773038e-19,8.34152919690984e-19
"110",0.01,16,"lasso",1.56551471266139e-06,7.85954862577272e-06
"111",0.01,16,"logit",2.43167716614877e-06,7.90174103688909e-05
"112",0.01,16,"bart",9.0282112186316e-09,1.07478985210333e-07
"113",0.01,17,"none",2.96585771452618e-12,1.42301496831551e-10
"114",0.01,17,"rake",3.61646264366803e-11,2.51233503903456e-10
"115",0.01,17,"strat",6.58000922995943e-14,9.69956236937988e-13
"116",0.01,17,"calib",1.14829521034014e-14,1.73153331381905e-11
"117",0.01,17,"lasso",3.49311447274281e-11,1.37167661852235e-09
"118",0.01,17,"logit",0.00012364273357884,1.92731521396949e-06
"119",0.01,17,"bart",1.46703603331256e-13,1.31406751444674e-11
"120",0.01,18,"none",2.02924301513152e-10,1.74600736543198e-08
"121",0.01,18,"rake",1.50400556521115e-15,1.28084701660075e-14
"122",0.01,18,"strat",3.04521205262541e-12,9.64622819434351e-11
"123",0.01,18,"calib",0.623685280433299,0.568386413375576
"124",0.01,18,"lasso",7.07948410934827e-17,1.08762004807221e-14
"125",0.01,18,"logit",1.04254071751297e-43,5.56351195937457e-50
"126",0.01,18,"bart",4.0244317744563e-14,6.59484626499894e-12
"127",0.01,19,"none",1.97939912298539e-15,4.58003089501273e-14
"128",0.01,19,"rake",6.37624813369483e-14,9.87657335048557e-14
"129",0.01,19,"strat",1.24970423711737e-13,5.20171156425594e-13
"130",0.01,19,"calib",1.18190642335256e-29,2.57893760921109e-23
"131",0.01,19,"lasso",1.03140055368028e-15,1.86949271865806e-14
"132",0.01,19,"logit",8.65033377176846e-05,9.67506897062731e-05
"133",0.01,19,"bart",8.06923013255193e-10,1.98777592247276e-09
"134",0.01,20,"none",5.93027785363036e-09,1.74656350466574e-07
"135",0.01,20,"rake",1.30671346460472e-12,3.90658466344862e-12
"136",0.01,20,"strat",7.25617983909434e-07,8.69528497081896e-06
"137",0.01,20,"calib",3.08843787492139e-10,6.20411946851877e-09
"138",0.01,20,"lasso",3.01744858714056e-09,8.49170664248731e-08
"139",0.01,20,"logit",1.83324380669539e-14,1.1704366227766e-14
"140",0.01,20,"bart",1.9526157230227e-05,0.000208217465561953
"141",0.01,21,"none",2.94941580712912e-12,3.08906896273291e-10
"142",0.01,21,"rake",8.54844506422867e-17,2.88828453792141e-16
"143",0.01,21,"strat",1.7459403667714e-12,5.258548266631e-11
"144",0.01,21,"calib",2.37343127296507e-14,4.7465710993511e-12
"145",0.01,21,"lasso",6.01730549516873e-16,4.83419305837454e-14
"146",0.01,21,"logit",0.305832656749357,0.883301010146829
"147",0.01,21,"bart",4.27562816985832e-11,6.11761220235724e-10
"148",0.01,22,"none",1.90401911999998e-12,1.40747636672858e-10
"149",0.01,22,"rake",2.39266465593094e-14,3.12373486400445e-13
"150",0.01,22,"strat",1.14463802015068e-13,1.85992581711611e-12
"151",0.01,22,"calib",4.12946805203043e-29,2.62605164666204e-23
"152",0.01,22,"lasso",2.16926948447021e-10,7.1749482572251e-09
"153",0.01,22,"logit",3.47068780004331e-09,1.17505146653004e-07
"154",0.01,22,"bart",4.91594234344571e-09,1.25041541618166e-07
"155",0.01,23,"none",3.62617858355521e-11,1.21967495652866e-09
"156",0.01,23,"rake",1.07839952440559e-13,9.50195747584524e-13
"157",0.01,23,"strat",5.08277314685702e-11,5.80628001205149e-10
"158",0.01,23,"calib",9.31924046125269e-13,1.10141491973109e-10
"159",0.01,23,"lasso",2.55288618708269e-12,6.43917030771786e-11
"160",0.01,23,"logit",5.93350891244135e-10,1.81813929448694e-10
"161",0.01,23,"bart",1.87980619911632e-09,6.18954878876907e-09
"162",0.01,24,"none",1.08693397999309e-08,7.69397816447521e-07
"163",0.01,24,"rake",1.34187280873624e-06,2.22691006613464e-05
"164",0.01,24,"strat",1.32445517700244e-14,2.41606738939121e-13
"165",0.01,24,"calib",1.33408337323371e-30,4.23617431847006e-24
"166",0.01,24,"lasso",8.09606482387589e-10,2.82513075763972e-08
"167",0.01,24,"logit",7.52400515361891e-06,5.9316705832552e-05
"168",0.01,24,"bart",1.5939434928279e-07,1.45918258388801e-06
"169",0.01,25,"none",2.27330538407986e-11,3.0931941098502e-09
"170",0.01,25,"rake",1.55920065525384e-10,8.12875974697215e-09
"171",0.01,25,"strat",6.46783715274916e-13,1.84193885550536e-11
"172",0.01,25,"calib",1.02940045637015e-14,1.00125455973575e-11
"173",0.01,25,"lasso",3.50939454846728e-09,4.52019256671063e-07
"174",0.01,25,"logit",6.5207585335473e-16,3.81323042677125e-12
"175",0.01,25,"bart",9.93722644644693e-12,4.45879338254497e-10
"176",0.01,26,"none",2.65073282776106e-14,5.15962345897656e-12
"177",0.01,26,"rake",1.0390005517979e-24,1.70646689207804e-24
"178",0.01,26,"strat",1.72022502297448e-15,5.50625378329536e-14
"179",0.01,26,"calib",0.0105602460625231,0.0148976706581479
"180",0.01,26,"lasso",3.68474177864869e-16,6.80733091662917e-15
"181",0.01,26,"logit",0.182170690595325,0.210831696552912
"182",0.01,26,"bart",1.68716871224242e-13,9.55671050889911e-12
"183",0.01,27,"none",1.51555035686293e-09,3.98810489183994e-08
"184",0.01,27,"rake",2.83418020747669e-10,2.60280530356229e-09
"185",0.01,27,"strat",7.09254269150256e-14,7.97813960975491e-13
"186",0.01,27,"calib",0.033692526872307,0.0521672286590636
"187",0.01,27,"lasso",5.32281627638084e-09,1.02253204357307e-07
"188",0.01,27,"logit",0.000300010603526897,0.00923674422118997
"189",0.01,27,"bart",1.27759344108262e-10,2.15362700014583e-09
"190",0.01,28,"none",1.03502514883321e-11,2.43399500371343e-10
"191",0.01,28,"rake",3.62851520207992e-16,1.76176454000016e-15
"192",0.01,28,"strat",2.31638733332158e-17,1.96988968064561e-16
"193",0.01,28,"calib",3.51545481702966e-24,3.48301096227986e-24
"194",0.01,28,"lasso",8.49634085563277e-14,1.82694230899978e-12
"195",0.01,28,"logit",1.92652985296577e-13,6.38443360195711e-14
"196",0.01,28,"bart",5.57743877104983e-10,1.02024814436989e-08
"197",0.01,29,"none",4.93304837884395e-12,5.39827876124524e-10
"198",0.01,29,"rake",9.00525617774378e-12,4.95717005858008e-11
"199",0.01,29,"strat",6.22267780670946e-22,5.43138993183257e-22
"200",0.01,29,"calib",2.19706065530231e-16,6.04539541602905e-14
"201",0.01,29,"lasso",2.93151041800241e-16,1.15792056371529e-14
"202",0.01,29,"logit",1.17199946468718e-16,5.8402627853556e-15
"203",0.01,29,"bart",8.86083821403666e-19,2.05713408255903e-18
"204",0.01,30,"none",6.84457572861884e-17,7.97690782179113e-15
"205",0.01,30,"rake",1.25134139370611e-14,5.34106157960253e-14
"206",0.01,30,"strat",6.94771370468498e-18,7.46086738366647e-17
"207",0.01,30,"calib",9.34776838549654e-10,1.46727233954804e-09
"208",0.01,30,"lasso",8.83275918608606e-17,6.34119766356597e-16
"209",0.01,30,"logit",0.323945269506653,0.23030791328659
"210",0.01,30,"bart",1.76950781284986e-18,9.99818244871555e-17
"211",0.01,31,"none",6.8388977999264e-13,8.08659875476023e-11
"212",0.01,31,"rake",1.05504434921585e-19,2.83235721988868e-19
"213",0.01,31,"strat",1.4420061194392e-14,6.19802832379679e-13
"214",0.01,31,"calib",1.28275488165173e-12,3.02840298306368e-08
"215",0.01,31,"lasso",7.47513514986003e-19,1.15597463064208e-17
"216",0.01,31,"logit",9.06841527075904e-13,1.01006319627347e-08
"217",0.01,31,"bart",1.38568753915992e-14,7.61235579251351e-13
"218",0.01,32,"none",4.74073297624947e-14,2.23745987142638e-11
"219",0.01,32,"rake",1.74525662757689e-19,2.07184434897459e-17
"220",0.01,32,"strat",1.5139323742353e-15,2.66897619712864e-13
"221",0.01,32,"calib",1.01834274040771e-21,4.76940926498456e-16
"222",0.01,32,"lasso",5.62849412892196e-13,1.44837070044146e-10
"223",0.01,32,"logit",3.80178639492397e-21,1.35988274878172e-16
"224",0.01,32,"bart",1.28905547670528e-15,8.99386946073582e-13
"225",0.01,33,"none",9.28341441329096e-09,3.03572968503599e-07
"226",0.01,33,"rake",5.03199346268132e-12,7.57799345282132e-11
"227",0.01,33,"strat",2.36156469752867e-07,2.25127876737942e-06
"228",0.01,33,"calib",2.32669957339475e-11,5.52933925430392e-10
"229",0.01,33,"lasso",6.77191354594503e-11,2.38628746244255e-10
"230",0.01,33,"logit",5.38927169106635e-05,0.0206133478590536
"231",0.01,33,"bart",1.011951536443e-07,1.5685582406763e-06
"232",0.01,34,"none",3.84075612571539e-11,1.36781414904398e-09
"233",0.01,34,"rake",3.44551794553591e-12,1.7924902867929e-11
"234",0.01,34,"strat",4.6010746582317e-09,3.54926180363511e-08
"235",0.01,34,"calib",NA,NA
"236",0.01,34,"lasso",1.944596648972e-11,7.20515293740479e-10
"237",0.01,34,"logit",0.0066217261741026,0.00675380466982721
"238",0.01,34,"bart",9.7772026396267e-12,8.57348475744894e-11
"239",0.01,35,"none",7.66750435186035e-10,5.22882346448432e-08
"240",0.01,35,"rake",1.89845509892181e-12,2.00745438683787e-11
"241",0.01,35,"strat",6.80838058232383e-08,1.25694250002507e-06
"242",0.01,35,"calib",4.43678758674195e-10,3.59529467461437e-07
"243",0.01,35,"lasso",4.82548609499219e-10,6.09379741949e-09
"244",0.01,35,"logit",0.294449090644311,0.330155622511757
"245",0.01,35,"bart",4.96705882942897e-06,5.22352000732638e-05
"246",0.01,36,"none",2.68638038985806e-13,1.76056865802746e-11
"247",0.01,36,"rake",8.99648438997974e-15,3.86088518793062e-14
"248",0.01,36,"strat",1.17354991253784e-15,9.87561947210684e-15
"249",0.01,36,"calib",5.21782106119801e-27,2.86530820542718e-20
"250",0.01,36,"lasso",9.63389587768892e-14,4.93551372644156e-12
"251",0.01,36,"logit",6.00622836726023e-06,0.000228120053220761
"252",0.01,36,"bart",1.89652879670984e-15,1.79502221159044e-14
"253",0.01,37,"none",1.82272656132868e-10,2.80186184314905e-09
"254",0.01,37,"rake",1.76049341945044e-11,5.80654392390427e-12
"255",0.01,37,"strat",2.14258948949043e-13,6.58843310389291e-13
"256",0.01,37,"calib",5.24918635568081e-28,6.71871418336521e-24
"257",0.01,37,"lasso",2.02590574839526e-13,3.52015612603472e-13
"258",0.01,37,"logit",1.60686944928469e-10,2.4024471396966e-09
"259",0.01,37,"bart",3.43508351124613e-07,9.45043541550924e-07
"260",0.01,38,"none",1.56398086205052e-09,3.68829189724163e-08
"261",0.01,38,"rake",4.14987993821081e-15,1.27112345959746e-14
"262",0.01,38,"strat",7.28399134355913e-09,7.2622533354699e-08
"263",0.01,38,"calib",6.95290410808164e-24,1.33811376127073e-20
"264",0.01,38,"lasso",1.98549501125001e-08,2.79010270964566e-07
"265",0.01,38,"logit",4.39476728126406e-08,8.88659725554566e-09
"266",0.01,38,"bart",0.000105086193629684,0.000937204372624556
"267",0.01,39,"none",2.06889283949615e-09,6.99935599030536e-08
"268",0.01,39,"rake",2.30881842238113e-15,3.75028729272468e-14
"269",0.01,39,"strat",3.9706830671606e-09,7.30878054234732e-08
"270",0.01,39,"calib",2.11238667654867e-15,1.52381057209324e-10
"271",0.01,39,"lasso",2.53800720760149e-11,2.0321064898532e-09
"272",0.01,39,"logit",6.13816047585295e-08,2.34492893028367e-07
"273",0.01,39,"bart",8.64404918576159e-08,7.51196903533004e-07
"274",0.01,40,"none",2.82608776397483e-11,1.18167313441198e-09
"275",0.01,40,"rake",1.4612743686406e-15,1.84491395628282e-15
"276",0.01,40,"strat",3.74098367530519e-11,3.02683389331836e-10
"277",0.01,40,"calib",3.91432214100599e-28,5.30609717795845e-22
"278",0.01,40,"lasso",1.69544494716244e-14,5.57560043557236e-13
"279",0.01,40,"logit",1.14854058955666e-12,2.70744359242148e-13
"280",0.01,40,"bart",1.80566413052254e-11,9.94587681379759e-11
"281",0.01,41,"none",1.96764126234918e-13,1.37683479504902e-11
"282",0.01,41,"rake",1.77346800461824e-16,4.97965616857233e-16
"283",0.01,41,"strat",3.5233326721222e-13,1.93905112234377e-12
"284",0.01,41,"calib",1.239392976471e-11,1.04691864162948e-08
"285",0.01,41,"lasso",6.47760580810745e-12,3.94410456292714e-11
"286",0.01,41,"logit",2.40420767563974e-14,8.92090743299469e-13
"287",0.01,41,"bart",1.40841861854801e-08,1.01710452747735e-07
"288",0.01,42,"none",1.66864859366196e-17,1.077474530026e-15
"289",0.01,42,"rake",7.15317060782298e-31,4.72236324624605e-31
"290",0.01,42,"strat",2.49967450234711e-22,4.38265199282663e-21
"291",0.01,42,"calib",5.92555845321589e-30,8.64855040754919e-25
"292",0.01,42,"lasso",9.29539609079011e-20,5.75260295899779e-19
"293",0.01,42,"logit",1.44079464165382e-13,1.69365293511434e-12
"294",0.01,42,"bart",1.62170297814005e-16,3.15208201489939e-15
"295",0.01,43,"none",5.23924471061291e-10,7.93171264226713e-09
"296",0.01,43,"rake",5.47853599422614e-21,8.03197508548089e-22
"297",0.01,43,"strat",7.67649677796951e-15,3.11237848885578e-14
"298",0.01,43,"calib",3.82769239901845e-30,3.64939613946928e-25
"299",0.01,43,"lasso",8.15867628642227e-12,6.19412130142445e-11
"300",0.01,43,"logit",2.33406844294965e-16,2.65695955457469e-16
"301",0.01,43,"bart",3.86383811834254e-20,1.19927989910629e-20
"302",0.01,44,"none",6.55789393159855e-10,1.89594504653729e-08
"303",0.01,44,"rake",7.72846762940553e-17,1.24263561188035e-15
"304",0.01,44,"strat",1.95936638349473e-10,1.23616475715421e-09
"305",0.01,44,"calib",9.02950280738822e-26,5.90662409882635e-24
"306",0.01,44,"lasso",2.63148172229e-11,2.03400856940878e-10
"307",0.01,44,"logit",3.84622848007556e-20,4.07384068730662e-19
"308",0.01,44,"bart",8.50295463128334e-08,8.52877286670894e-07
"309",0.01,45,"none",1.93333449391744e-08,7.0224306260061e-07
"310",0.01,45,"rake",3.21527814145277e-08,3.27609755706448e-07
"311",0.01,45,"strat",2.15082848627779e-06,3.17882933894993e-05
"312",0.01,45,"calib",1.02358651579886e-13,1.13560846894125e-09
"313",0.01,45,"lasso",4.31450335902585e-07,6.17679638705553e-06
"314",0.01,45,"logit",1.42832942085105e-05,0.000372624459228629
"315",0.01,45,"bart",0.000177673734029758,0.00233194907752438
"316",0.01,46,"none",3.03573421196553e-11,1.56826015781155e-09
"317",0.01,46,"rake",7.38444852629204e-13,2.22485611030147e-12
"318",0.01,46,"strat",1.82770868792484e-11,1.73891223747193e-10
"319",0.01,46,"calib",2.07778029102324e-27,5.52875733971032e-23
"320",0.01,46,"lasso",9.98688643616344e-11,2.85281341081214e-09
"321",0.01,46,"logit",3.53831559164613e-12,3.90271910762124e-11
"322",0.01,46,"bart",8.47457381557233e-09,4.14984785113317e-08
"323",0.01,47,"none",4.49936952153517e-13,1.09060875083172e-11
"324",0.01,47,"rake",1.11145102413971e-21,2.25963757564283e-21
"325",0.01,47,"strat",4.62612097768326e-25,2.07881574243354e-25
"326",0.01,47,"calib",2.48063161695103e-32,1.35545549040053e-26
"327",0.01,47,"lasso",3.17177910642048e-15,3.83193330727601e-14
"328",0.01,47,"logit",1.3843742904407e-11,5.92652657101849e-09
"329",0.01,47,"bart",4.98905431244117e-25,3.81579880184272e-25
"330",0.01,48,"none",1.93540278994596e-10,8.705910677756e-09
"331",0.01,48,"rake",6.92251237511039e-22,1.62095514330277e-21
"332",0.01,48,"strat",4.57099154515322e-11,3.68435106813338e-10
"333",0.01,48,"calib",NA,NA
"334",0.01,48,"lasso",8.90593322365348e-19,8.35964015028793e-18
"335",0.01,48,"logit",2.3832799123468e-23,5.73312036432068e-23
"336",0.01,48,"bart",1.70836127247689e-09,2.79362102235268e-08
"337",0.01,49,"none",9.17691367241766e-09,2.10587174411143e-07
"338",0.01,49,"rake",2.51604592259388e-16,5.73658389933683e-16
"339",0.01,49,"strat",1.0728909396466e-08,8.76701668728221e-08
"340",0.01,49,"calib",1.1655280143906e-12,1.72866543119988e-09
"341",0.01,49,"lasso",9.84219274222744e-09,1.68633638612896e-07
"342",0.01,49,"logit",5.39490504836138e-11,2.4290470168565e-10
"343",0.01,49,"bart",1.98846211604783e-07,5.83473829856163e-06
"344",0.01,50,"none",4.38678288602064e-11,7.94939847638842e-10
"345",0.01,50,"rake",4.95096305260244e-12,8.13048489191095e-12
"346",0.01,50,"strat",1.02067358170207e-11,1.06800561935452e-10
"347",0.01,50,"calib",1.04609960166601e-12,6.30949390286589e-10
"348",0.01,50,"lasso",1.58349482005093e-10,6.00195826648309e-10
"349",0.01,50,"logit",1.54822445766124e-14,1.62143431514884e-12
"350",0.01,50,"bart",5.97999096357871e-23,1.92485339616588e-23
"351",0.01,51,"none",5.61542329803485e-07,2.41075164779455e-05
"352",0.01,51,"rake",2.38397559592041e-07,3.61328115657235e-06
"353",0.01,51,"strat",9.87503682952061e-07,2.37538679960741e-05
"354",0.01,51,"calib",1.92506169496713e-10,2.14760134392318e-07
"355",0.01,51,"lasso",1.48939051704239e-10,6.06136052402537e-09
"356",0.01,51,"logit",1.59369470234793e-24,2.8881562773655e-21
"357",0.01,51,"bart",1.50590582808969e-06,4.90936221802092e-05
"358",0.01,52,"none",6.13673504396581e-13,3.37872086487266e-11
"359",0.01,52,"rake",3.78276050130134e-16,5.06447539798566e-16
"360",0.01,52,"strat",3.73537646385774e-11,2.61091859377068e-10
"361",0.01,52,"calib",1.06596391998497e-14,2.65889470999387e-11
"362",0.01,52,"lasso",5.6273043344612e-12,1.37106976329857e-10
"363",0.01,52,"logit",8.25779855951623e-41,4.96811999660663e-33
"364",0.01,52,"bart",5.163856268648e-13,1.18122472097028e-12
"365",0.01,53,"none",3.53178822344353e-12,1.9450439254362e-10
"366",0.01,53,"rake",1.33564794912854e-15,2.50896449986942e-15
"367",0.01,53,"strat",2.78484042541851e-12,3.82693435252798e-11
"368",0.01,53,"calib",1.08460629948975e-26,9.6917118692925e-24
"369",0.01,53,"lasso",5.22654811122815e-12,1.95097314493327e-10
"370",0.01,53,"logit",4.28373313952897e-31,4.79001286999266e-31
"371",0.01,53,"bart",2.22566260766466e-07,3.40513515547309e-06
"372",0.01,54,"none",6.3109571580346e-10,1.76903559442036e-07
"373",0.01,54,"rake",2.56396229084503e-18,3.52495949281344e-17
"374",0.01,54,"strat",9.77934367541708e-11,6.00955088138243e-09
"375",0.01,54,"calib",6.49621448663133e-12,1.57759160962616e-09
"376",0.01,54,"lasso",3.15913550252815e-11,2.60882559684187e-09
"377",0.01,54,"logit",0.171907639219535,0.924067102715054
"378",0.01,54,"bart",1.98782027106916e-06,9.80761752726857e-05
"379",0.01,55,"none",2.81300221204221e-09,9.84937001924744e-08
"380",0.01,55,"rake",1.02847074495235e-18,1.02027376353792e-17
"381",0.01,55,"strat",4.88243938616219e-09,6.54701763728645e-08
"382",0.01,55,"calib",1.5089427789947e-16,8.53829452696639e-13
"383",0.01,55,"lasso",1.67613984308755e-12,2.13776501326997e-11
"384",0.01,55,"logit",2.37398922016694e-15,6.07701263462974e-15
"385",0.01,55,"bart",7.10867450947398e-19,2.34536270140609e-18
"386",0.01,56,"none",2.76178940180467e-13,1.65049606746976e-11
"387",0.01,56,"rake",6.86852652575906e-23,3.60415919592657e-23
"388",0.01,56,"strat",8.47177254350578e-27,1.48532009360368e-27
"389",0.01,56,"calib",4.01901661098046e-31,6.64235651341422e-25
"390",0.01,56,"lasso",1.38443565243848e-18,1.36430220016158e-16
"391",0.01,56,"logit",1.78960263253636e-05,7.70022481348837e-06
"392",0.01,56,"bart",2.79776628540965e-22,5.16817947866138e-23
"393",0.01,57,"none",1.46484562774482e-10,1.1904784972546e-08
"394",0.01,57,"rake",3.42849905274058e-12,1.20288992979031e-11
"395",0.01,57,"strat",8.13554768523564e-10,1.12459293551873e-08
"396",0.01,57,"calib",4.89117420167961e-09,2.39847460750156e-07
"397",0.01,57,"lasso",2.5743513439639e-11,5.34771900497039e-10
"398",0.01,57,"logit",1.78124478275132e-09,2.16889591623473e-07
"399",0.01,57,"bart",8.08522027995107e-18,1.15218497256555e-17
"400",0.01,58,"none",7.22688127551053e-13,2.64776774411699e-11
"401",0.01,58,"rake",4.64584719995198e-15,7.43005764379046e-15
"402",0.01,58,"strat",1.14523708120259e-12,5.10177026437364e-12
